,기업명,주소,직급,기술스택,자격요건,우대사항,url,기업url,업종분류,사원수,연혁,기업형태,매출액,평균연봉,자격요건_키워드,우대사항_키워드,사원수_범주형
21,벨루가브루어리,서울 마포구,주니어,"['Docker', 'CircleCI', 'MySQL', 'GitHub', 'DRF(Django REST framework)', 'AWS RDS', 'AWS ElasticBeanstalk', 'Celery', 'Django', 'Python', 'Amazon Web Services(AWS)', 'Elasticsearch']","['술에 대한 서비스를 만들어야 하기 때문에 술을 좋아하다 못해 사랑하시는 분이 오시면 좋겠어요.', '', '최신 기술 도입에 거부감은 없지만 트렌드만 너무 좇지 않고,', '오버 엔지니어링을 지양하며 서비스와 규모에 맞는 적정 기술을 좋아하시는 분을 찾아요 :)']",['분과 함께하고 싶어요.'],https://career.programmers.co.kr/job_positions/4944,https://success.veluga.kr/,시스템ㆍ응용 소프트웨어 개발 및 공급업,7,6년 (2018년 설립),주식회사,426590000,46040000,"['술', '사랑', '최신', '도입', '거부감', '트렌드', '오버', '엔지니어링', '지양', '규모', '적정']",[],100명이하
22,위메이드,경기 성남시 분당구,주니어,"['Redis', 'NoSQL', 'Linux', 'Database', 'AWS CloudFront']","['서버 실무 경험 3년 이상이신 분', 'RDBMS나 NoSQL 사용하여 DB 설계 및 개발이 가능하신 분', 'Redis 등의 메모리 DB 사용이 가능하신 분', '원활한 의사 소통이 가능하신 분']","['Linux 사용 경험이 있으신 분', '개발부터 라이브까지 완료한 경험이 있으신 분', 'AWS 등 클라우드 사용 경험이 있으신 분']",https://career.programmers.co.kr/job_positions/24439,http://www.wemade.com/,부동산 개발 및 공급업,0,12년 (2012년 설립),기타 법인,42157500,46230000,"['서버', '메모리', '의사', '소통', 'NoSQL', 'DB', 'Redis', 'DB']","['라이브', '완료', '클라우드', 'Linux']",100명이하
23,하이프로토콜,서울 성동구,미들,"['TypeScript', 'ExpressJS', 'PostgreSQL', 'AWS Lambda', 'Redis', 'Memcached', 'WebSocket']",['이런 분과 함께 하고 싶어요'],['이런 분이면 더 좋아요'],https://career.programmers.co.kr/job_positions/24117,https://www.plexus.app/,"컴퓨터 시스템 통합 자문, 구축 및 관리업",8,2년 (2022년 설립),기타 법인,42157500,42157500,[],[],100명이하
24,와드,경기 성남시 분당구,미들,"['Java', 'MySQL', 'Python', 'Redis', 'Spring', 'Aurora DB', 'AWS Redshift', 'Gradle', 'Apache Maven', 'RabbitMQ', 'AWS Simple Queue Service(AWS SQS)', 'JPA(Java Persistent API)', 'Spring Boot', 'Git', 'JIRA', 'Docker', 'GitHub', 'JUnit', 'GitHub Actions']","['유관 경력 5년 이상 또는 그에 준하는 경험을 하신 분', 'JAVA 프로그래밍 언어에 능통하신 분', 'Product에 대해 오너십을 갖고 개발하고 싶은 분.']","['소셜 네트워크, e-커머스 등 캐치테이블과 유사 도메인에서 경험이 있으신 분', '복잡한 상황 속에서 우선순위를 수립할 수 있는 분']",https://career.programmers.co.kr/job_positions/22378,https://biz.catchtable.co.kr/,컴퓨터 프로그래밍 서비스업,10,13년 (2011년 설립),주식회사,1316770000,41200000,"['유관', '프로그래밍', '오너', '오너십', '십', 'JAVA']","['소', '소셜', '셜', '네트워크', '머스', '캐치', '캐치테이블', '테이블', '도메인', '복잡', '상황', '속', '우선순위', '순위', '수립', 'e']",100명이하
25,로보코리아,서울 강남구,주니어,"['AWS CodeDeploy', 'AWS CodeStar', 'AWS CodeBuild', 'AWS CodePipeline', 'AWS SageMaker', 'Datadog', 'AWS API Gateway', 'AWS Simple Queue Service(AWS SQS)', 'AWS Simple Notification Service(AWS SNS)', 'AWS S3', 'AWS Lambda', 'AWS ECS', 'AWS EC2', 'AWS CloudFront', 'NestJS', 'NoSQL', 'TypeScript', 'Node.js', 'MongoDB']","['새로운 기술 및 트렌드에 대해 끊임없이 관심을 갖고 이를 활용 하시는 분', '하나의 온전한 서비스의 아키텍처 설계 부터 인프라, 개발, 배포, 운영까지 경험해보신 분', 'AWS 혹은 기타 클라우드 환경을 활용한 인프라 관리 경험이 있으신 분', 'Datadog, Grafana, Prometheus 등의 서비스를 통한 모니터링 경험이 있으신 분', '애자일, 스크럼, 칸반 등의 개발 프로세스 경험이 있으신 분']","['[LOVO 팀으로 합류하는 과정]', '- 서류 접수 - 직무 인터뷰 - 문화 적합성 인터뷰 - 최종 합격', '- 정규직 채용의 경우 3개월의 수습기간이 있습니다.']",https://career.programmers.co.kr/job_positions/22921,https://www.lovo.ai/,시스템ㆍ응용 소프트웨어 개발 및 공급업,23,7년 (2017년 설립),주식회사,608820000,55890000,"['새', '트렌드', '아키텍처', '클라우드', '모니터링', '애', '애자일', '자일', '스크럼', '칸', '칸반', '반', '프로세스', 'Datadog', 'Grafana', 'Prometheus']","['합류', '과정', '서류', '접수', '직무', '인터뷰', '문화', '적합성', '최종', '합격', '정규직', '채용', '3개월', '개월', '수습', '수습기간', '기간', 'LOVO']",100명이하
26,바텍,미기재,미들,"['Docker', 'Node.js', 'Kubernetes', 'MongoDB', 'AWS DynamoDB']",['신입/경력 무관'],"['프로젝트를 처음부터 끝까지 모두 참여해본 경험이 있으신 분', '컴퓨터공학 전공자']",https://career.programmers.co.kr/job_positions/3669,http://www.vatechnetworks.com/,기타 특수 목적용 기계 제조업,5,13년 (2011년 설립),기타 법인,1262630000,41040000,"['신입', '무관']","['프로젝트', '처음', '참여', '참여해본', '컴퓨터', '컴퓨터공학', '공학', '전공자']",100명이하
27,플라잉캣,서울 강남구,주니어,"['Docker', 'MySQL', 'Node.js', 'TypeScript', 'NestJS', 'TypeORM', 'Redis', 'AWS Elastic Beanstalk', 'AWS EC2', 'AWS S3', 'AWS CloudFront', 'AWS Simple Email Service(AWS SES)', 'AWS Simple Queue Service(AWS SQS)', 'AWS Simple Notification Service(AWS SNS)', 'MariaDB', 'Terraform', 'GitLab']","['소프트웨어 원리 원칙을 준수하시는 분 (SOLID, ACID)', 'Pattern language 구사자', 'NestJS 기반 Software Product 개발, 설계 및 운용 경험', '인프라 관리 경험자: IaC 기반 인프라 확장 설계, 구현, SRE 모니터링 툴 운용, 최적화 경험', 'TDD/BDD 기반 프로젝트 운용 경험', '원활한 커뮤니케이션이 가능하신 분', '프로젝트 리딩 혹은 신규 서비스 오픈 경력이 있으신 분']","['RFC4918 을 포함한 RFC 기반 RESTful API 구현 경험자', '현재 팀 운용 수준보다 호환성 회수에 대해 자신만의 전략이 있으신 분', 'Pattern language 구사가 가능하신 분', 'Generic 활용을 자유롭게 하시는 분', 'Type Theory 에 대한 이해도가 있으신 분', 'OOP 기반 FRP Paradigm 에 대한 의의를 바탕으로 이해를 동반한 활용경험, 설계자', 'Sync 같은 링크 기반 서비스 관련 설계자', 'TDD/BDD 기반 복잡한 도메인 로직 서비스 설계자', '성능 최적화(proxy buffering tuning 등)', '가격 최적화(RI, SP, SI)', 'GitOps 경험자', 'Java에서 Typescript로 넘어오려고 하시는 분 (소프트웨어 원칙 준수자)', 'Agile Scrum / Kanban Process 경험자, Scrum master', '논술에 대한 경험이 있으신 분']",https://career.programmers.co.kr/job_positions/16502,https://www.sync.day/,통신 판매업,32,6년 (2018년 설립),기타 법인,53610000,56940000,"['소프트', '소프트웨어', '웨어', '원리', '원칙', '준수', '구사자', '사자', '운용', '확장', '구현', '모니터링', '최적화', '프로젝트', '커뮤니케이션', '리딩', '신규', 'SOLID', 'ACID', 'Pattern', 'language', 'NestJS', 'Software', 'Product', 'IaC', 'SRE', 'TDD', 'BDD']","['4918', '포함', '구현', '운용', '호환성', '회수', '전략', '구사', '의의', '동반', '활용경험', '설계자', '링크', '복잡', '도메인', '로직', '성능', '최적화', '가격', '소프트', '소프트웨어', '웨어', '원칙', '준수', '준수자', '논술', 'RFC', 'RESTful', 'API', 'Pattern', 'language', 'Generic', 'Type', 'Theory', 'OOP', 'FRP', 'Paradigm', 'Sync', 'TDD', 'BDD', 'proxy', 'buffering', 'tuning', 'RI', 'SP', 'SI', 'GitOps', 'Agile', 'Scrum', 'Kanban', 'Process', 'Scrum', 'master']",100명이하
28,포자랩스,서울 강남구,주니어,"['Python', 'AWS S3', 'FastAPI', 'Flask', 'Django', 'MongoDB', 'AWS Lambda', 'AWS CodePipeline', 'GitHub Actions']",['.'],['.'],https://career.programmers.co.kr/job_positions/10933,https://www.pozalabs.com/,시스템ㆍ응용 소프트웨어 개발 및 공급업,30,6년 (2018년 설립),주식회사,38160000,44510000,[],[],100명이하
29,엔픽셀,서울 강남구,신입,"['Rust', 'AWS ECS', 'Kotlin', 'Spring', 'flutter', 'Apache Kafka', 'Redis', 'NoSQL', 'Dart']","['✔ 이런 요건들을 가지고 계신 분', '- 프로그래밍에 대한 기본적인 지식을 가지고 계신 분', '- OS, 자료구조, 네트워크 등 컴퓨터 공학의 기본적인 지식을 가지고 계신 분', '- 새로운 프로그래밍 언어나 기술들을 빠르게 습득하고 적용하실 수 있는 분', '- 문제의 해결책을 함께 이야기하면서 풀어나갈 수 있도록 좋은 커뮤니케이션 능력을 가지신 분']","['✔ 기술 스택', '- Rust: 빠른 반응성과 성능 최적화가 필요한 서비스에서 활용되고 있고, 일반적인 게임 서버의 역할을 하고 있습니다.', '- Kotlin + Spring: 분산 처리와 DB 접근에 활용되고 있으며, 백엔드 서버와 비슷한 구조를 가지고 있습니다.', '- Flutter(Dart): 게임 데이터 툴 제작에 활용되고 있으며, 좋은 성능, 쉬운 사용법, 실시간 디버깅에 강점이 있습니다.', '- Kafka Streams: 상태 기반 이벤트 드리븐 아키텍쳐를 위한 미들웨어로 사용하고 있습니다.', '- DB: 각 서비스 별로 자유롭게 선택하고 있고, 현재는 Redis와 MySQL을 주로 사용하고 있습니다.', '- CI/CD: 젠킨스와 쿠버네티스를 활용하되, IaC 기술들을 가지고 아키텍쳐를 코드로 표현하고 있습니다.']",https://career.programmers.co.kr/job_positions/22505,https://www.npixel.co.kr/,게임 소프트웨어 개발 및 공급업,536,7년 (2017년 설립),주식회사,94478950000,58600000,"['프로그래밍', '기본적', '자료구조', '구조', '네트워크', '컴퓨터', '공학', '새', '습득', '적용', '해결책', '이야기', '커뮤니케이션', 'OS']","['스택', '반응성', '성능', '최적화', '일반적', '게임', '서버', '역할', '분산', '처리', '접근', '백엔드', '구조', '데이터', '제작', '사용법', '실시간', '디버깅', '강점', '상태', '이벤트', '아키텍쳐', '미들', '미들웨어', '웨어', '젠킨스', '코드', '표현', 'Rust', 'Kotlin', 'Spring', 'DB', 'Flutter', 'Dart', 'Kafka', 'Streams', 'DB', 'CI', 'CD', 'IaC']",300명 초과
30,에이비일팔공,서울 서초구,주니어,"['AWS EC2', 'AWS ECS', 'AWS Lambda', 'Docker', 'Kubernetes', 'Python', 'Go', 'Kotlin', 'Spring']","['3년 내외의 백엔드 개발 경력, 또는 그에 준하는 역량을 가지신 분', 'Flask, Django, Spring과 같은 framework를 이용한 백엔드 개발 경험이 있으신 분', '테스트 코드 작성 경험이 있으신 분', '고객이 존재하는 서비스의 백엔드 개발 경험, 혹은 그에 준하는 경험이 있으신 분']","['AWS, GCP, Azure와 같은 클라우드 컴퓨팅 서비스 사용 경험이 있으신 분', '고객에게 관심이 많으신 분', '마케팅 도메인 경험이 있으신 분']",https://career.programmers.co.kr/job_positions/6181,https://www.ab180.co/,시스템ㆍ응용 소프트웨어 개발 및 공급업,105,9년 (2015년 설립),주식회사,13445660000,54460000,"['백엔드', '테스트', '코드', '고객', 'Flask', 'Django']","['클라우드', '컴퓨팅', '고객', '마케팅', '도메인', 'GCP']",100명 초과 200명 이하
31,에이비일팔공,서울 서초구,주니어,"['Python', 'Kotlin', 'Appium', 'Selenium', 'Cucumber', 'AWS Lambda', 'AWS S3']","['1년 이상의 모바일 또는 웹 서비스 QA 경험', 'QA 업무 효율화 및 프로세스 개선 경험', '자동화 QA에 대한 깊은 관심', 'Kotlin, Java, Python 중 한 가지 언어 활용 경험', '원활한 커뮤니케이션 및 협업 역량', '강한 책임감과 꼼꼼함']","['ISTQB FL 이상 혹은 CSTS 자격증', 'IT 관련 학과 전공 혹은 동등한 수준의 지식 보유', 'B2B 플랫폼 서비스 경험', '마테크(MarTech)에 대한 깊은 관심 혹은 높은 이해도', 'Jira, Google Spreadsheet, Notion, Slack 등 업무 생산성 도구 활용 경험']",https://career.programmers.co.kr/job_positions/13604,https://www.ab180.co/,시스템ㆍ응용 소프트웨어 개발 및 공급업,105,9년 (2015년 설립),주식회사,13445660000,54460000,"['모바일', '웹', '효율', '프로세스', '자동화', '커뮤니케이션', '협업', '강', '책임감', 'QA', 'QA', 'Kotlin', 'Java', 'Python']","['자격증', '동등', '플랫폼', '마테크', '테크', '생산성', '도구', 'ISTQB', 'FL', 'CSTS', 'IT', 'MarTech', 'Jira', 'Google', 'Spreadsheet', 'Notion', 'Slack']",100명 초과 200명 이하
32,미리디,서울 구로구,미들,"['Java', 'AWS CloudWatch', 'REST API', 'Spring', 'Spring Boot', 'Redis', 'Django']","['컴퓨터학과 전공', '프로그래밍에 대한 기본 지식과 경험을 보유하신 분', 'Java, Spring, AWS 기반 웹 백엔드 서비스 개발 경험이 있으신 분', 'RESTful API 설계 및 개발 경험을 보유하신 분', 'DB 쿼리 분석을 통한 최적화 경험이 있으신 분', '대용량 트래픽 최적화 및 분산 구현을 경험하신 분', '자료구조, 운영체제, 컴퓨터아키텍쳐, OOP 등 기초 CS 지식을 갖추신 분']","['디자인패턴을 이해하여 코드에 적용할 수 있고 아키텍쳐 설계에 능숙하신 분', '클린 코드를 작성할 줄 알며 코드 리뷰를 통한 리팩토링에 능하신 분', '커뮤니케이션 능력이 뛰어나서 유관 부서와 소통이 원활하신 분', '리더쉽을 발휘하여 팀원을 이끄는 능력이 탁월하신 분']",https://career.programmers.co.kr/job_positions/11322,https://www.miridih.com/,인쇄관련 산업,188,16년 (2008년 설립),주식회사,19318840000,40750000,"['컴퓨터', '컴퓨터학과', '프로그래밍', '웹', '백엔드', '분석', '최적화', '대용량', '트래픽', '분산', '구현', '자료구조', '구조', '운영체제', '체제', '키', '키텍', '텍', 'Java', 'Spring', 'RESTful', 'API', 'DB', 'OOP', 'CS']","['디자인', '디자인패턴', '패턴', '코드', '적용', '키', '키텍', '텍', '클린', '줄', '리뷰', '리팩', '리팩토링', '토', '링', '커뮤니케이션', '유관', '소통', '리더', '발휘']",100명 초과 200명 이하
33,월급쟁이부자들,서울 서초구,주니어,"['CSS', 'HTML', 'JavaScript', 'ReactJS', 'ES6', 'AWS EC2']","['프론트엔드 개발 3년 혹은 그에 준하는 역량을 보유하신 분', 'React hook을 활용한 프로젝트 개발 주도 경험을 보유하신 분', '주도적인 일정관리에 능하신 분', '유지보수가 쉽고 확장 가능한 코드 설계에 대한 끝 없는 욕심을 갖고 계신 분', '새로운 기술에 관심이 많고 꾸준히 스스로 학습하시는 분', '긍정적 사고와 책임감을 바탕으로 원활한 커뮤니케이션을 하시는 분']","['이커머스/동영상플랫폼/학습관리시스템(LMS) 설계, 개발, 운영 경험을 보유하신 분', '웹 서비스 제품 전체 개발 프로세스에 주도적으로 참여한 경험을 보유하신 분', 'HTML, CSS 등 W3C 웹 표준 규격에 대한 이해도가 높으신 분', '풀스택 개발 경험을 보유하신 분']",https://career.programmers.co.kr/job_positions/12336,https://career.weolbu.com/,그 외 기타 교육기관,26,6년 (2018년 설립),주식회사,23990000000,55000000,"['프론트', '프론트엔드', '프로젝트', '주도', '주도적인', '일정관리', '유지', '유지보수', '보수', '확장', '코드', '욕심', '새', '스스로', '학습', '긍정적', '책임감', '커뮤니케이션', 'React']","['머스', '동영상', '동영상플랫폼', '플랫폼', '학습', '학습관리시스템', '시스템', '웹', '제품', '프로세스', '주도적', '참여', '표준', '규격', '스택', 'LMS', 'HTML', 'CSS']",100명이하
