,기업명,주소,직급,기술스택,자격요건,우대사항,url,기업url,업종분류,사원수,연혁,기업형태,매출액,평균연봉,자격요건_키워드,우대사항_키워드,사원수_범주형
95,롯데헬스케어,서울 송파구,신입,"['AWS', 'JavaScript', 'Kotlin', 'Spring Boot']","[' 1년 이상의 서비스 개발 및 운영 경험자', ' 본인이 사용한 기술과 환경에 대한 깊은 이해 보유자', ' Kotlin, Spring Boot 를 활용한 Backend Application 개발 경험자', ' Spring Data, Spring Batch 사용 경험자', ' AWS 의 다양한 Service 사용 경험자', ' Kubernetes 환경에서 개발, 운영 경험자', ' Infra, Application 장애 대응 경험자', ' 부하 테스트, 어플리케이션 & 쿼리 튜닝 경험자', ' 요구사항의 정의와 시스템의 안정성을 위해 의미 있는 테스트 코드를 작성하는 분', ' 검색과 기록에서 멈추지 않고 구현과 실험으로 지식을 습득하는 분', ' 목표를 달성하는 전략을 다양하게 고민하고 실패를 대비하는 분', ' 개발 환경과 조직문화의 발전에 기여한 경험이 있는 분', ' 반복되는 작업을 자동화 하는 분', ' 기술 스택 선정에 합리적인 기준을 두고 조직의 상황에 맞게 선택하는 분']","[' JavaScript, TypeScript, Golang, Python 경험자', ' Azure, GCP 사용 경험자', ' 검색서비스 개발 경험자', ' Cassandra, HBase, MongoDB 사용 경험자', ' Kafka와 RabbitMQ 등 MQ 사용 경험자', ' Terraform, Helm 사용 경험자', ' Web Frontend, Native Client, DevOps 경력 보유자', ' 외부 협력사와 협업 경험 보유자', ' 레거시 시스템 재설계, 재개발 경험자', ' 대규모 트래픽, 대용량 데이터 처리에 대한 경험자', ' 오픈소스 개발/기여 경험자']",https://www.rallit.com/positions/1639/%EC%84%9C%EB%B9%84%EC%8A%A4-%EB%B0%B1%EC%97%94%EB%93%9C-%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4,https://www.lottehealthcare.com/,"자료 처리, 호스팅 및 관련 서비스업",30,2년 (2022년 설립),기타 법인,42157500,59320000,"['본인', '보유자', '장애', '대응', '테스트', '플', '플리케이션', '케이', '션', '튜닝', '요구사항', '사항', '정의', '시스템', '안정성', '의미', '코드', '검색', '기록', '구현', '실험', '습득', '목표', '달성', '전략', '고민', '실패', '대비', '조직', '조직문화', '문화', '발전', '기여', '반복', '자동화', '스택', '합리적', '기준', '상황', 'Kotlin', 'Spring', 'Boot', 'Backend', 'Application', 'Spring', 'Data', 'Spring', 'Batch', 'Service', 'Kubernetes', 'Infra', 'Application']","['검색', '검색서비스', '보유자', '외부', '협력사', '협업', '레', '레거시', '거시', '시스템', '재개발', '대규모', '트래픽', '대용량', '데이터', '처리', '오픈소스', '소스', '기여', 'JavaScript', 'TypeScript', 'Golang', 'Python', 'Azure', 'GCP', 'Cassandra', 'HBase', 'MongoDB', 'RabbitMQ', 'MQ', 'Terraform', 'Helm', 'Web', 'Frontend', 'Native', 'Client', 'DevOps']",100명이하
96,피클플러스,서울 중구,주니어,"['AWS', 'TypeScript', 'React', 'Next.js']","[' 웹 프론트엔드 개발 업무 경력 2년 이상 혹은 유사한 경험이 있으신 분', ' 한 가지 이상의 JavaScript 프레임워크 사용 경험이 있으신 분 (React 혹은 Vue)', ' HTTP 통신에 대한 기본적인 이해와 REST API 클라이언트 개발 경험이 있으신 분', ' Git 버전관리 시스템에 대한 이해와 사용 경험이 있으신 분', ' 타 직군과의 협업 및 커뮤니케이션이 원활한 분']","[' 성능 최적화와 테스트코드 작성 경험', ' 코드리뷰를 통한 협업 경험', ' 단위 테스트 및 UI 테스트 경험', ' SSR, 웹뷰 개발 경험', ' 글로벌 플랫폼 개발 및 국제화 경험', ' AWS를 이용한 배포와 운영 경험']",https://www.rallit.com/positions/2176/%EC%9B%B9-%ED%94%84%EB%A1%A0%ED%8A%B8%EC%97%94%EB%93%9C-%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4,https://pickle.plus/,컴퓨터 프로그래밍 서비스업,5,4년 (2020년 설립),주식회사,42157500,55890000,"['웹', '프론트', '프론트엔드', '프레임워크', '통신', '클라이언트', '버전관리', '시스템', '직군', '협업', '커뮤니케이션', 'JavaScript', 'React', 'Vue', 'HTTP', 'REST', 'API', 'Git']","['성능', '최적화', '테스트', '테스트코드', '코드', '코드리뷰', '리뷰', '협업', '웹', '웹뷰', '뷰', '글로벌', '플랫폼', '국제화', 'UI', 'SSR']",100명이하
97,21세기전파상,서울 서초구,미들,"['AWS', 'Git', 'Github', 'MySQL', 'SQL', 'React']","[' Git 사용 및 전반적인 소스 CI/CD 경험자', ' Node.js express Nest.js Framework 개발 경험이 있으신 분 ', ' RESTful API구축 및 설계 경험이 있으신 분', ' 외부 rest api 연동 및 Oauth2 기본 개념을 가지고 있으신 분 ', ' CentOS 및 클라우드 컴퓨팅 서버(AWS, NCP)관련한 지식이 있으신 분']","[' 백엔드 실무 경험 3년 이상', ' 로드 밸런싱 및 서버 부하 조절 경험이 있으신 분', ' 커머스 또는 O2O 개발 경험이 있으신 분', ' 풀스택 개발이 가능하신 분', ' 초기 스타트업에서 주도적인 역할을 담당하였거나 창업 경험이 있으신 분']",https://www.rallit.com/positions/677/%EB%B0%B1%EC%97%94%EB%93%9C-%EA%B0%9C%EB%B0%9C%EC%9E%90,https://www.21market.kr/,그 외 기타 정보 서비스업,10,4년 (2020년 설립),주식회사,24980000,49920000,"['전반적', '소스', '외부', '연동', '클라우드', '컴퓨팅', '서버', 'Git', 'CI', 'CD', 'Node.js', 'express', 'Nest.js', 'Framework', 'RESTful', 'rest', 'api', 'CentOS', 'NCP']","['백엔드', '로드', '런', '런싱', '싱', '서버', '조절', '머스', '스택', '초기', '스타트업', '주도', '주도적인', '역할', '담당', '창업']",100명이하
98,스팬딧,서울 성동구,시니어,"['AWS', 'Ruby on Rails', 'Java', 'Spring Boot']","[' 백엔드 개발 경력 7년 이상 또는 그에 준하는 실력을 갖추신 분', ' 소프트웨어 아키텍처 또는 서비스 인프라 설계 가능하신 분', ' 주도적으로 AWS 환경에서 개발 및 운영 경험이 있으신 분', ' 웹서비스 API에 대한 이해가 있으신 분', ' (언어 무관) 서버 사이드 Framework에 대한 깊이 있는 이해가 있으신 분', ' RDBMS 설계 및 운영 경험이 있으신 분']","[' 대규모 서비스의 설계, 개발 및 유지보수 경험이 있으신 분', ' 테스트 자동화 또는 TDD 경험이 있으신 분', ' Ruby on Rails를 이용한 서비스 개발 경험이 있으신 분', ' 이종간 프로그램언어로 작성된 서비스를 개발하거나 운영해본 경험이 있으신 분', ' CI & CD 를 구축하거나 운영해본 경험이 있으신 분', ' IT 스타트업 경험이 있으신 분']",https://www.rallit.com/positions/288/%EC%8B%9C%EB%8B%88%EC%96%B4-%EB%B0%B1%EC%97%94%EB%93%9C-%EA%B0%9C%EB%B0%9C%EC%9E%90,https://www.spendit.kr/,시스템ㆍ응용 소프트웨어 개발 및 공급업,17,8년 (2016년 설립),주식회사,561690000,52710000,"['백엔드', '실력', '소프트', '소프트웨어', '웨어', '아키텍처', '주도적', '웹', '웹서비스', '무관', '서버', '사이드', 'RDBMS']","['대규모', '유지', '유지보수', '보수', '테스트', '자동화', '이종', '이종간', '간', '프로그램', '프로그램언어', '스타트업', 'TDD', 'Ruby', 'on', 'CI', 'CD', 'IT']",100명이하
99,브레이브모바일,서울 강남구,미들,"['AWS', 'Kubernetes', 'Docker', 'Prometheus']","[' 5년 이상의 SRE 경험이 있거나 이와 유사한 시스템 운영 경험이 있으신 분', ' 성능 테스트로 서비스를 분석하고 개선해 본 경험이 있으신 분', ' AWS Cloud, Kubernetes 환경에서 서비스를 운영하며 모니터링한 경험이 있으신 분', ' 대용량 트래픽에서 서비스 운영 및 트러블 슈팅을 한 경험이 있으신 분']","[' 고가용성을 위해 다양한 전략으로 신뢰성을 확보하신 분', ' 주도적으로 문제를 정의하고, 해결 방안을 도출하시는 분', ' MSA 환경에서 서비스 개발 및 운영 경험이 있으신 분', ' 애플리케이션에 대한 트러블슈팅, 성능 분석 경험이 있으신 분', ' 서비스 보안 관점에서 AWS, Kubernetes를 고민하고 적용해 보신 분', ' Golang, Python, bash script 등 1가지 이상의 프로그래밍 언어를 능숙하게 다루시는 분']",https://www.rallit.com/positions/1567/%EC%88%A8%EA%B3%A0-sre-site-reliability-engineer,https://soomgo.com/,시스템ㆍ응용 소프트웨어 개발 및 공급업,117,10년 (2014년 설립),주식회사,15181640000,50700000,"['시스템', '성능', '테스트', '분석', '모니터링', '대용량', '트래픽', '트러블', '슈팅', 'SRE', 'Cloud', 'Kubernetes']","['고가', '고가용성', '용성', '전략', '신뢰성', '확보', '주도적', '정의', '방안', '도출', '애플리케이션', '트러블', '트러블슈팅', '슈팅', '성능', '분석', '보안', '관점', '고민', '적용', '프로그래밍', 'MSA', 'Golang', 'Python', 'bash', 'script']",100명 초과 200명 이하
100,바텍,미기재,신입,"['AWS', 'DevOps', 'Kubernetes', 'Kafka']","['1) 학력 : 학사 이상', '2) 전공 : 컴퓨터 공학 계열', '3) 경력 : 무관']","['1) Docker 활용 경험 4년 이상', '2) AWS 활용 경험 보유']",https://www.rallit.com/positions/215/devops-%EA%B0%9C%EB%B0%9C%EC%9E%90-%EB%AA%A8%EC%A7%91-%EC%9E%AC%ED%83%9D%EA%B7%BC%EB%AC%B4-%ED%8C%90%EA%B5%90-%EC%98%A4%ED%94%BC%EC%8A%A4-%EA%B7%BC%EB%AC%B4-%EA%B0%80%EB%8A%A5,https://www.vatech.com/,기타 특수 목적용 기계 제조업,5,13년 (2011년 설립),기타 법인,1262630000,41040000,"['학력', '학사', '컴퓨터', '공학', '계열', '무관']",['Docker'],100명이하
101,패스트뷰,서울 강남구,미들,"['AWS', 'Node.js', 'Kotlin', 'Spring', 'PHP']","[' 백엔드 경력 5년 이상', ' AWS 사용 및 운영 경험', ' 코틀린 사용경험', ' 앱/웹 등 다양한 플랫폼 서비스 개발 경험', ' Java(1.8이상) / Spring Boot 환경에서 RESTful 서비스 개발 경험', ' MySQL / Aurora 등 RDMBS에 대한 이해와 JPA / Hibernate 등 ORM 경험', ' Git 기반소스 버전 관리 경험', ' 웹 애플리케이션 성능 최적화, 유지보수, 트러블슈팅 경험']","[' 데이터 스크래핑 경험이 있으신 분', ' 레디스/맴캐시드 등 캐싱 도구 사용 경험이 있으신 분', ' RDBMS 뿐 아닌 다양한 데이터베이스를 다뤄보신 분 ', ' 글로벌 서비스를 런칭 및 운영 해보신 분', ' 처음부터 신규 서비스 개발에 참여해 런칭을 해보신 분', ' 다양한 분야의 사람과의 팀워크 협업능력과 커뮤니케이션 능력이 뛰어나신 분', ' 협업을 위한 개발도구를 활용하여 프로세스를 만들고 표현할 수 있는 분', ' 이슈에 대해 효과적인 커뮤니케이션이 가능한 분']",https://www.rallit.com/positions/1770/%EB%B0%B1%EC%97%94%EB%93%9C-%EA%B0%9C%EB%B0%9C%EC%9E%90-5%EB%85%84-%EC%9D%B4%EC%83%81,https://www.fastviewkorea.com/,광고 대행업,98,6년 (2018년 설립),주식회사,10000000000,37200000,"['백엔드', '사용경험', '앱', '웹', '플랫폼', '1.8', '1.8이상', '기반소스', '소스', '애플리케이션', '성능', '최적화', '유지', '유지보수', '보수', '트러블', '트러블슈팅', '슈팅', 'Java', 'Spring', 'Boot', 'RESTful', 'MySQL', 'Aurora', 'JPA', 'Hibernate', 'ORM', 'Git']","['데이터', '스크', '스크래핑', '래핑', '레', '레디스', '디스', '맴캐', '맴캐시드', '시드', '캐싱', '도구', '데이터베이스', '베이스', '글로벌', '런', '런칭', '칭', '처음', '신규', '참여', '사람', '팀워크', '협업', '협업능력', '커뮤니케이션', '개발도구', '프로세스', '표현', '이슈', '효과적인', 'RDBMS']",100명이하
102,위펀,서울 강남구,주니어,"['AWS', 'Java', 'Spring Boot', 'JPA', 'querydsl']","['3년 이상의 백엔드 개발 경험 또는 그에 준하는 역량을 보유하신 분', 'Java, Spring Boot를 이용한 개발 경험이 있으신 분', 'JPA, Querydsl 등 ORM 기술을 활용한 개발 경험이 있으신 분', 'MySQL/MariaDB 또는 하나 이상의 관계형 데이터베이스 활용 경험 있으신 분', 'RESTful API 설계 및 개발 경험', '기본적인 Linux/Unix 명령어 활용 능력']","['성능 벤치마킹 및 최적화 경험', '물류, ERP, CRM 도메인에 대한 이해 혹은 개발 경험', 'NodeJS 개발 경험', '프로그래밍 언어 또는 프레임워크가 다른 레거시 프로젝트를 점진적으로 리팩터링 하여 전환한 경험', 'JUnit 을 활용한 유닛 테스트 작성 경험', 'AWS/GCP 등 Cloud 기반 Infra 혹은 서비스 운영 경험', 'CI/CD 파이프라인 구성 경험', 'AL/ML/DL 을 활용하여 서비스 품질을 개선한 경험', '대용량 아키텍처 또는 데이터 파이프라인 설계/구축 경험', 'Microservice 아키텍처 기반의 서비스 개발 경험', 'Docker 또는 Kubernetes 등 Container 환경에서 개발 경험', 'Kubernetes Cluster 구축 또는 운영 경험', 'Kafka 또는 RabbitMQ 등 메세지 브로커 또는 큐를 활용한 개발 경험', 'Scrum(애자일 개발 프로세스) 프로젝트 수행 경험 또는 MVP(Minimum Viable Product) 개발 경험', '반복적인 업무를 자동화하여 업무 효율을 개선한 경험']",https://www.rallit.com/positions/1923/%EC%A3%BC-%EC%9C%84%ED%8E%80-backend-engineer,https://www.wefun-corp.com/,가공식품 도매업,166,6년 (2018년 설립),주식회사,18007720000,39120000,"['백엔드', '관계', '관계형', '데이터베이스', '명령어', 'Java', 'Spring', 'JPA', 'Querydsl', 'ORM', 'MySQL', 'MariaDB', 'RESTful', 'API', 'Linux', 'Unix']","['성능', '벤치마킹', '최적화', '물류', '도메인', '프로그래밍', '프레임워크', '레', '레거시', '거시', '프로젝트', '점진적', '리팩터링', '팩터링', '전환', '유닛', '테스트', '파이프라인', '구성', '품질', '대용량', '아키텍처', '데이터', '메세지', '브로커', '큐', '애', '애자일', '자일', '프로세스', '반복', '자동화', '효율', 'ERP', 'CRM', 'NodeJS', 'JUnit', 'GCP', 'Cloud', 'Infra', 'CI', 'CD', 'AL', 'ML', 'DL', 'Microservice', 'Docker', 'Kubernetes', 'Container', 'Kubernetes', 'Cluster', 'Kafka', 'RabbitMQ', 'Scrum', 'MVP', 'Minimum', 'Viable', 'Product']",100명 초과 200명 이하
103,빅웨이브로보틱스,서울 강남구,미들,"['AWS', 'Kotlin', 'devops', 'Redis', 'Linux']","[' 경력 : 5년이상 ', ' AWS 클라우드 환경에서의 서비스 구축', ' Redis 등 비동기 Pub/Sub 처리 시스템 설계 경험', ' RESTful 백엔드 API 개발에 대한 충분한 경험이 있으신 분', ' WebSocket 등 웹기반 통신방법에 대해 충분한 경험이 있으신 분', ' Docker/Kubernetes, ECS/EKS 등 활용 경험 있으신 분', ' Kafka, BigQuery 등 대용량 데이터 처리 시스템 설계 경험이 있으신 분', ' CI/CD를 활용한 소프트웨어 빌드 및 배포에 능숙하신 분', ' 오픈소스 기반 웹, API 형태의 개발 경험이 충분히 있으신 분', ' MSA 기반 시스템 개발 경험']","[' 로봇과 로봇을 사용한 서비스 및 알고리즘 개발에 관심 있는 분', ' 하드웨어소프트웨어통신 전반의 시스템 이해 및 설계 능력', ' modbus, serial, TCP/UDP 등 디바이스간 통신에 대한 경험이 있으신 분', ' FastApi 활용 개발 경험이 있는 분', ' 통합 관제 및 운영 플랫폼 개발 경험이 있으신 분', ' 프로토콜 수립 및 메세지/데이터 표준화에 경험이 있는 분', ' AWS Certification Associate 이상 자격 보유', ' 빅데이터 처리 및 활용 서비스 개발/운영 경험']",https://www.rallit.com/positions/2051/%EB%A1%9C%EB%B4%87-%ED%86%B5%ED%95%A9-%EA%B4%80%EC%A0%9C-%EC%8B%9C%EC%8A%A4%ED%85%9C-%EB%B0%B1%EC%97%94%EB%93%9C-%EA%B0%9C%EB%B0%9C%EC%9E%90-5%EB%85%84-%EC%9D%B4%EC%83%81,https://www.myrobotsolution.com/,시스템ㆍ응용 소프트웨어 개발 및 공급업,21,4년 (2020년 설립),주식회사,882600000,41430000,"['5년이상', '클라우드', '비동기', '처리', '시스템', '백엔드', '웹', '웹기반', '통신', '통신방법', '대용량', '데이터', '소프트', '소프트웨어', '웨어', '오픈소스', '소스', '형태', 'Redis', 'Pub', 'Sub', 'RESTful', 'API', 'WebSocket', 'Docker', 'Kubernetes', 'ECS', 'EKS', 'Kafka', 'BigQuery', 'CI', 'API', 'MSA']","['로봇', '알고리즘', '하드웨어', '하드웨어소프트웨어통신', '소프트', '소프트웨어', '웨어', '통신', '전반', '시스템', '디바이스', '디바이스간', '간', '관제', '플랫폼', '프로', '프로토콜', '토', '콜', '수립', '메세지', '데이터', '표준화', '자격', '빅데이터', '처리', 'modbus', 'serial', 'TCP', 'UDP', 'FastApi', 'Certification', 'Associate']",100명이하
104,스테이지랩스,서울 중구,미들,"['AWS', 'Node.js', 'TypeScript', 'Git', 'GitHub']","['우리는 이런분과 함께 하고 싶어요', '', '  NodeJS 기반 백엔드 서버 개발 경험이 있으신 분', '  Javascript(ES6+) 또는 Typescript 개발 경험이 있으신 분', '  MVC framework 기반의 웹 서비스나 API 개발 경험이 있으신 분', '  MySQL/PostgreSQL 등의 RDBMS 또는 DynamoDB/MongoDB 등의 NoSQL 경험이 있으신 분', '  Git / GitHub 등의 버전관리시스템 경험이 있으신 분']","['아래에 해당되시는 분이면 더더욱 좋아요', '', '  AWS Lambda 기반 서버리스 아키텍처 개발 경험이 있으신 분', '  SQS / Kafka 등 비동기 메시지 기반 개발 경험이 있으신 분', '  MSA 기반 설계/개발 경험이 있으신 분', '  대용량 트래픽 서비스 개발 및 운영 경험이 있으신 분', '  새로운 기술 습득과 지식 공유에 즐거움을 느끼시는 분', '  코드 개선 및 코드 리뷰에 적극 참여하시는 분']",https://www.rallit.com/positions/2163/%EB%B0%B1%EC%97%94%EB%93%9C-%EA%B0%9C%EB%B0%9C%EC%9E%90,https://www.stayge.io/,그 외 기타 정보 서비스업,19,8년 (2016년 설립),주식회사,875950000,55100000,"['백엔드', '서버', '웹', '버전관리시스템', '시스템', 'NodeJS', 'Javascript', 'Typescript', 'MVC', 'framework', 'API', 'MySQL', 'PostgreSQL', 'RDBMS', 'DynamoDB', 'MongoDB', 'NoSQL', 'Git', 'GitHub']","['해당', '서버', '서버리스', '리스', '아키텍처', '비동기', '메시지', '대용량', '트래픽', '새', '습득', '공유', '즐거움', '코드', '코드', '리뷰', '적극', '참여', 'Lambda', 'SQS', 'Kafka', 'MSA']",100명이하
105,일루미나리안,서울 강남구,주니어,"['AWS', 'Java', 'Go', 'ORM', 'GitHub', 'MySQL']","[' 1년 이상 또는 그에 준하는 백엔드 서비스 개발 및 운영 경험이 있으신 분', ' Java, Golang 등 최소한 하나 이상의 언어를 사용하여 개발에 참여했던 경험이 있으시거나 해당 언어에 관심을 가지고 공부하시는 분', ' ORM, 인증, Restful API 등 인터넷 서비스 개발 경험이 있으신 분', ' MySQL 또는 Maria 등의 DB 사용경험이 있으신 분', ' 여러 직무의 팀원들과 원활하게 대화할 수 있는 의사소통 능력을 가지신 분', ' 담당하고 있는 개발 프로젝트에 대해 다른 팀원들이 이해할 수 있도록 설명하는 능력을 가지신 분']","[' 컴퓨터 관련 학위가 있으신 분이면 더 좋습니다.', ' 금융권 혹은 핀테크 프로젝트 개발 경험이 있으신 분이면 더 좋습니다.', ' Spring Boot (Java, Kotlin) 기반으로 서비스를 구축/운영한 경험이 있으신 분이면 더 좋습니다.', ' 결제 및 정산 관련 서비스의 개발 경험이 있으신 분이면 더 좋습니다.', ' AWS 환경에서의 개발 경험이 있으신 분이면 더 좋습니다.', ' 대규모 트래픽 처리 및 고가용성 처리 개발 경험이 있으신 분이면 더 좋습니다.', ' 기본적인 자료구조/알고리즘에 대한 이해가 있으신 분이면 더 좋습니다.', ' Github 링크 및 포트폴리오 (블로그) 링크 또는 관련 문서 제출이 가능하신 분이면 더 좋습니다.', ' 개발지식 공유활동을 해본 경험(stackoverflow, 개인 블로그, 오프라인 컨퍼런스, git 등)이 있으신 분이면 더 좋습니다.', ' 개발에 참여한 제품에 대한 책임감이 있으신 분이면 더 좋습니다.', ' 높은 품질의 소프트웨어 개발을 위해 지속적인 고민과 노력이 있으셨던 분이면 더 좋습니다.', ' 비즈니스 수준의 영어 혹은 일본어가 가능하신 분이면 더 좋습니다.']",https://www.rallit.com/positions/2282/%EB%B0%B1%EC%97%94%EB%93%9C-%EA%B0%9C%EB%B0%9C%EC%9E%90,https://www.illuminarean.com/,시스템ㆍ응용 소프트웨어 개발 및 공급업,33,7년 (2017년 설립),기타 법인,42157500,45870000,"['백엔드', '최소한', '참여', '해당', '공부', '인증', '인터넷', '사용경험', '직무', '대화', '의사소통', '담당', '프로젝트', '설명', 'Java', 'Golang', 'ORM', 'Restful', 'API', 'MySQL', 'Maria', 'DB']","['컴퓨터', '금융권', '핀', '핀테크', '테크', '프로젝트', '결제', '정산', '대규모', '트래픽', '처리', '고가', '고가용성', '용성', '자료구조', '구조', '알고리즘', '링크', '포트폴리오', '로그', '링크', '개발지식', '공유', '공유활동', '활동', '개인', '오프라인', '컨퍼런스', '참여', '제품', '책임감', '품질', '소프트', '소프트웨어', '웨어', '지속적', '고민', '노력', '비즈니스', '영어', '일본어', 'Spring', 'Boot', 'Java', 'Kotlin', 'Github', 'stackoverflow', 'git']",100명이하
106,데브게이트,서울 서초구,신입,"['AWS', 'Slack', 'Notion', 'Figma', 'GitHub']","['이런 분을 찾아요!', ' 고객 획득, 디자인, 엔지니어링 중 하나 이상에서 괄목할만한 성과를 내신 분', ' 문제 해결에 대한 미친 집착과 어떻게든 해결하고자 하는 의지가 있으신 분', ' AI 리터러시가 있으신 분']","['이런 분이면 더 좋아요~~!!', ' 자신만의 제품을 제로 베이스에서 개발하고 운영해보신 분', ' 어느 집단이든 똑똑함을 인정 받으시는 분', ' 그 밖에 본인만의 강점이 있는 분']",https://www.rallit.com/positions/2252/problem-solver-40%EC%8B%9C%EA%B0%84-%EB%82%B4%EC%97%90-%EC%97%B0%EB%B4%89%EC%A0%9C%EC%95%88,https://devgate.kr/,시스템ㆍ응용 소프트웨어 개발 및 공급업,1,2년 (2022년 설립),개인,42157500,42157500,"['고객', '획득', '디자인', '엔지니어', '엔지니어링', '링', '괄목', '성과', '집착', '의지', '리터러시', 'AI']","['제품', '제로', '베이스', '집단', '인정', '밖', '본인', '본인만', '강점']",100명이하
107,스팬딧,서울 성동구,미들,"['AWS', 'Ruby on Rails', 'Ruby', 'Java']","[' 백엔드 개발 경력 3년 이상 또는 그에 준하는 실력을 갖추신 분', ' 서버 사이드 프로그래밍 언어 및 Framework 사용 경험이 있으신 분', ' MySQL(Maria DB), PostgreSQL 등 RDBMS 경험이 있으신 분', ' Restful API로 서비스를 개발해 본 경험이 있으신 분', ' 알고리즘, 자료구조, 운영체제 등에 대한 이해가 있으신 분', ' 영어로 작성된 개발문서, 레퍼런스 등을 읽는데 어려움이 없으신 분', ' 항상 기술적으로 더 나은 것을 추구하고 계속 성장하고자 하는 분']","[' 대규모 서비스의 설계, 개발 및 유지보수 경험이 있으신 분', ' AWS 기반 서비스 운영 경험이 1년 이상 있으신 분', ' Ruby on Rails를 이용한 서비스 개발 경험이 있으신 분', ' 다양한 팀과 협업하여 웹서비스를 운영해본 경험이 있으신 분', ' IT 스타트업 경험이 있으신 분']",https://www.rallit.com/positions/293/%EB%B0%B1%EC%97%94%EB%93%9C%EA%B0%9C%EB%B0%9C%EC%9E%90,https://www.spendit.kr/,시스템ㆍ응용 소프트웨어 개발 및 공급업,17,8년 (2016년 설립),주식회사,561690000,52710000,"['백엔드', '실력', '서버', '사이드', '프로그래밍', '알고리즘', '자료구조', '구조', '운영체제', '체제', '영어', '개발문서', '레', '런스', '어려움', '항', '기술적', '추구', '성장', 'Framework', 'MySQL', 'Maria', 'DB', 'PostgreSQL', 'RDBMS', 'Restful']","['대규모', '유지', '유지보수', '보수', '협업', '웹', '웹서비스', '스타트업', 'Ruby', 'on', 'IT']",100명이하
108,브랜디,서울 성동구,미들,"['AWS', 'Python', 'bash', 'Terraform']","[' 4년 이상의 퍼블릭 클라우드 설계, 구축, 운영 경험을 보유하신 분', ' Infrastructure as Code를 이해하고 구현할 수 있는 분 (Terraform, Packer, Helm)', ' 스크립트 작성 또는 코딩 기술을 보유한 분 (Python, Bash 등) 컨테이너 및 컨테이너 오케스트레이션 환경에 대한 이해가 있으신 분', ' GitOps, AWS Code Series, ArgoCD등 개발빌드배포 파이프라인과 관련된 다양한 도구들의 구성 및 활용 경험이 있으신 분', ' 리눅스, 데이터베이스, 스토리지, 분산 시스템, 네트워크 등 인프라 환경 구성 요소들에 대한 기본적인 이해가 있으신 분', ' 장애 발생 시, 장애 대응 및 재발 방지를 위한 다양한 경험을 가지신 분', ' 반복적인 업무의 자동화 및 효율적인 운영환경을 구축하여 불필요한 리소스를 절감한 경험이 있으신 분']","[' 클라우드 기반 대규모 서비스 구축/운영 과정에서 발생하는 문제를 구조적으로 해결해본 경험이 있는 분', ' Terraform, Helm, Packer 등 다양한 도구를 활용해 인프라 구성을 자동화해본 경험이 있으신 분', ' 마이크로서비스 아키텍처 구성 및 운영 경험이 있으신 분', ' Kubernetes와 Istio를 활용하여 서비스를 운영이 가능하신 분', ' 빠른 문제해결 능력으로 서비스 안정적으로 운영한 경험이 있는 분']",https://www.rallit.com/positions/2038/%EB%8D%B0%EB%B8%8C%EC%98%B5%EC%8A%A4-%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4-devops-engineer,https://www.brandiinc.com/,시스템ㆍ응용 소프트웨어 개발 및 공급업,459,10년 (2014년 설립),주식회사,126193140000,25670000,"['퍼블릭', '클라우드', '구현', '스크립트', '코딩', '컨테이너', '스트', '스트레이션', '레이션', '파이프라인', '도구', '구성', '리눅스', '데이터베이스', '스토', '스토리지', '리지', '분산', '시스템', '네트워크', '요소', '장애', '발생', '대응', '재발', '방지', '반복', '자동화', '효율적', '운영환경', '불필요', '리소스', '절감', 'Infrastructure', 'as', 'Terraform', 'Packer', 'Helm', 'Python', 'Bash', 'GitOps', 'Code', 'Series']","['클라우드', '대규모', '과정', '발생', '구조적', '도구', '활', '활용해', '용해', '구성', '자동화', '자동화해본', '마이크로', '마이크로서비스', '아키텍처', '문제해결', '안정적', 'Terraform', 'Helm', 'Packer']",300명 초과
